year,county,state,povrate,wagesal_percap,trans_gov_pc,trans_medicare_pc,oldfrac,totalpop,trans_medicaid_pc,unemprate
2002,"Knox County, KY",21,,8.8785639,8.3389444,1.2412536,0.12703687,31298,2.3535714,7.0
2019,"Whitley County, KY",21,22.6,13.652205,13.988893,2.8705554,0.16035186,36264,4.2548518,5.2
2013,"Clay County, KY",21,42.8,7.1144876,12.574217,2.8050539,0.13112433,21186,3.4423335,14.3
2008,"Jackson County, KY",21,27.1,5.4455929,8.9401245,2.0823739,0.13897435,13650,1.8799268,11.3
2013,"Jackson County, KY",21,30.3,5.0856538,9.7480745,2.1745462,0.14913002,13391,2.1839218,11.6
2016,"Knox County, KY",21,39.2,9.3359013,13.074364,2.7782881,0.16790061,31471,4.2622452,8.0
2007,"Knox County, KY",21,31.1,10.580932,10.122121,2.2587049,0.13739422,31668,2.4962358,6.7
2008,"Knox County, KY",21,33.4,10.334204,10.65757,2.2785592,0.14099415,31746,2.4599743,7.6
2009,"Laurel County, KY",21,21.5,15.357718,9.5237751,2.1809614,0.1273734,58513,1.8664501,10.2
2014,"Knox County, KY",21,34.9,9.3991356,12.734784,2.5139382,0.16398224,31540,4.0061541,9.9
2006,"Clay County, KY",21,34.3,6.9898601,9.990674,2.2193592,0.11277401,22718,2.6938813,10.0
2013,"Whitley County, KY",21,26.3,13.103719,12.182687,2.6376083,0.15149149,35870,2.8156855,10.6
2017,"Clay County, KY",21,41.7,7.8082805,15.039035,3.1437032,0.14665942,20251,5.6425681,8.8
2013,"Knox County, KY",21,35.2,8.2733078,11.53832,2.3746021,0.15904924,31638,2.8082569,13.0
2015,"Clay County, KY",21,46.8,7.6502151,14.850656,3.0615714,0.13793267,20974,5.6094975,9.7
2006,"Knox County, KY",21,36.7,10.132485,9.7006445,2.2185025,0.13383335,31599,2.3575926,6.8
2016,"Whitley County, KY",21,29.3,13.340956,13.89035,2.7645724,0.15677966,36108,4.213922,6.6
2011,"Clay County, KY",21,42.4,7.4635901,12.791007,3.0053339,0.12181001,21591,3.3790927,15.0
2017,"Knox County, KY",21,32.2,9.2493877,13.060361,2.7205429,0.17042997,31444,4.4141316,7.6
2004,"Clay County, KY",21,34.3,7.141499,9.4307642,1.7633784,0.10666724,23278,2.8308687,7.6
2003,"Knox County, KY",21,26.5,9.06143,8.206831,1.1755565,0.1278047,31376,2.1955962,7.6
2012,"Whitley County, KY",21,29.8,13.345698,12.140931,2.6824329,0.14837284,35768,2.7112646,10.7
2015,"Knox County, KY",21,32.0,9.26017,13.388003,2.7350707,0.16682027,31465,4.5572734,8.2
2006,"Jackson County, KY",21,27.9,6.0956006,7.8922338,1.8148531,0.12926273,13577,1.8021352,9.9
2012,"Knox County, KY",21,32.5,8.6006184,11.639831,2.4603131,0.1549184,31494,2.7082424,12.8
2010,"Jackson County, KY",21,30.2,5.49717,10.028831,2.1998825,0.13753709,13480,2.1573038,14.1
2004,"Knox County, KY",21,29.1,9.6466274,9.0959053,1.6161376,0.12881324,31371,2.5566206,6.5
2006,"Whitley County, KY",21,27.9,12.512753,10.006631,2.3594015,0.13449888,36149,2.3434117,6.1
2014,"Whitley County, KY",21,29.8,12.905502,13.385063,2.7186496,0.15388051,35833,4.005043,8.7
2012,"Laurel County, KY",21,20.7,14.768909,9.2085876,2.0934651,0.13693015,59534,1.7136809,10.2
2005,"Clay County, KY",21,37.2,7.3227921,9.4547224,1.6857429,0.11117406,22946,2.7881687,8.5
2009,"Knox County, KY",21,38.6,9.2994757,11.826128,2.4386284,0.14317043,31920,2.8644452,11.6
2003,"Clay County, KY",21,30.5,6.8559585,8.6159201,1.5042576,0.10539454,23635,2.384295,10.0
2016,"Laurel County, KY",21,23.2,16.271677,10.41672,2.3559825,0.15644662,60078,2.6578355,6.2
2011,"Lewis County, KY",21,34.2,4.8849955,9.6646461,2.12714,0.15068296,13837,2.0595663,13.0
2015,"Fleming County, KY",21,20.0,7.6372266,10.330437,2.7905169,0.1653862,14578,2.3347812,6.3
2008,"Mason County, KY",21,18.8,22.230749,8.0289602,2.1661253,0.14861923,17454,1.1155252,6.0
2010,"Mason County, KY",21,21.6,19.007555,8.8669176,2.188621,0.15207084,17505,1.2599521,11.3
2015,"Lewis County, KY",21,24.7,5.1988702,10.99795,2.3712585,0.17053355,13663,3.3537641,8.9
2008,"Lewis County, KY",21,26.4,4.7381968,8.7412567,2.0818739,0.14381653,13997,1.7895124,9.5
2006,"Mason County, KY",21,18.3,21.115025,7.1999979,1.9993246,0.14721671,17138,1.0836225,5.2
2009,"Lewis County, KY",21,28.2,4.8185863,9.5943584,2.0155756,0.14610133,13915,2.1069899,15.2
2004,"Fleming County, KY",21,17.8,8.5031672,6.7512827,1.6608307,0.13397799,14271,1.3331851,6.0
2002,"Fleming County, KY",21,,8.4825516,6.2114215,1.4543382,0.13363662,14068,1.2407832,5.5
2018,"Fleming County, KY",21,18.6,8.2693615,10.523855,3.0404294,0.17777011,14485,2.2528036,5.5
2007,"Lewis County, KY",21,28.9,5.2118716,8.1974421,1.9837005,0.14066388,14069,1.8015578,7.6
2011,"Mason County, KY",21,19.2,19.015959,8.6190662,2.0422344,0.15091759,17546,1.2632767,10.3
2014,"Lewis County, KY",21,34.4,5.0585608,10.32427,2.3849893,0.16550976,13830,2.9252274,9.6
2018,"Lewis County, KY",21,25.2,5.1322622,11.492397,2.8943272,0.18254447,13268,3.318213,8.3
2003,"Mason County, KY",21,15.9,21.655439,6.3978472,1.4988201,0.15051706,16729,1.028906,5.8
2004,"Lewis County, KY",21,26.9,4.8744936,7.5854225,1.5479234,0.1315542,13827,1.8594426,8.2
2013,"Fleming County, KY",21,23.2,7.4291983,9.3905373,2.747093,0.15864062,14536,1.4555379,9.5
2006,"Lewis County, KY",21,29.3,5.2692065,8.0201521,2.0199413,0.13618843,14010,1.7051804,8.1
2002,"Lewis County, KY",21,,4.5622668,7.068737,1.3450276,0.12958916,13728,1.7177919,7.7
2016,"Fleming County, KY",21,21.2,7.6555624,10.238402,2.7982533,0.17201851,14481,2.1980667,6.3
2016,"Lewis County, KY",21,26.8,5.0808587,11.039043,2.6110432,0.1744599,13516,3.1719341,9.9
2014,"Fleming County, KY",21,19.3,7.4730601,9.8864841,2.6804194,0.16254491,14476,2.0674713,7.7
2012,"Fleming County, KY",21,20.5,7.3803897,9.2239008,2.6412582,0.1545611,14525,1.3987297,9.0
2011,"Fleming County, KY",21,21.3,7.2297659,9.2379618,2.4657052,0.1497618,14483,1.4606932,10.6
2007,"Fleming County, KY",21,19.4,8.0479317,7.6295533,2.1359539,0.13777964,14349,1.3076415,6.4
2005,"Fleming County, KY",21,18.5,8.6561441,7.005353,1.8798615,0.13545901,14270,1.2948253,6.0
2005,"Mason County, KY",21,18.5,20.973127,6.8076148,1.6040448,0.14902794,16923,1.1468427,6.3
2012,"Lewis County, KY",21,30.9,4.8115048,9.5136299,2.2358372,0.15636969,13839,1.9769002,11.6
2004,"Mason County, KY",21,16.7,22.436928,6.6716275,1.5188897,0.14974408,16802,1.1896396,5.7
2009,"Mason County, KY",21,18.8,19.5907,8.7172146,2.1733932,0.14950755,17464,1.3052739,10.8
2002,"Mason County, KY",21,,21.076582,6.3276367,1.4854567,0.15084696,16825,1.0935347,5.2
2017,"Mason County, KY",21,18.0,21.188026,10.400732,2.5654144,0.17746626,17192,2.0193949,6.3
2003,"Fleming County, KY",21,16.8,8.4135513,6.1434088,1.3763053,0.13345046,14230,1.1433834,5.9
2010,"Lewis County, KY",21,28.4,4.9383755,9.880476,2.2565272,0.14771987,13837,2.0497389,13.8
2012,"Mason County, KY",21,21.9,19.341103,8.6709127,2.1905046,0.15859106,17460,1.2183512,9.4
2013,"Lewis County, KY",21,27.0,4.9242439,9.6424093,2.2517509,0.1614428,13751,2.0719695,12.1
2009,"Fleming County, KY",21,21.3,7.4262233,9.278491,2.4241035,0.14460784,14280,1.5215684,12.3
2016,"Mason County, KY",21,19.4,21.404226,10.153952,2.5924134,0.17382187,17167,1.9496578,6.4
2006,"Fleming County, KY",21,20.0,8.1417465,7.3555393,2.1659191,0.13818054,14235,1.242842,6.5
2005,"Lewis County, KY",21,29.1,5.1030045,7.7270846,1.6748799,0.13296299,13861,1.8013848,9.4
2003,"Lewis County, KY",21,23.8,4.7218504,7.190299,1.4978164,0.13150984,13710,1.608654,7.8
2017,"Lewis County, KY",21,25.6,5.1093574,11.391877,2.7945995,0.17855272,13363,3.3252301,9.3
2019,"Fleming County, KY",21,21.1,8.4685326,10.546377,2.9887106,0.17996022,14581,2.2299652,5.4
2019,"Mason County, KY",21,15.7,21.475393,10.766612,2.8176861,0.18687756,17070,2.00193,5.8
2007,"Mason County, KY",21,19.1,22.414747,7.4198189,2.0758281,0.14716959,17259,1.1416603,4.6
2014,"Mason County, KY",21,18.6,23.837263,9.5445967,2.45717,0.1697893,17133,1.8370929,7.9
2010,"Fleming County, KY",21,18.9,7.4448295,9.500803,2.5394166,0.14833333,14400,1.4609914,11.5
2018,"Mason County, KY",21,18.2,21.414375,10.495637,2.6540222,0.18278688,17080,2.0133271,5.6
2015,"Mason County, KY",21,19.5,23.501537,10.064374,2.5875101,0.1714956,17050,2.1054482,6.2
2013,"Mason County, KY",21,20.7,20.642796,8.7926044,2.2239881,0.16186573,17323,1.279067,10.0
2019,"Lewis County, KY",21,23.2,5.1701694,11.474494,2.7946491,0.18508475,13275,3.2792346,8.9
2017,"Fleming County, KY",21,17.4,7.8750606,10.475033,2.9955676,0.17501213,14439,2.2766812,6.1
2008,"Fleming County, KY",21,18.5,7.8676353,8.298707,2.2154267,0.14039735,14345,1.2936954,7.2
2012,"Powell County, KY",21,28.1,6.205791,10.688735,2.3548362,0.13791998,12471,2.0209718,10.9
2013,"Clark County, KY",21,17.1,15.069491,8.7744637,2.3048263,0.15918425,35550,1.2261533,7.5
2005,"Wolfe County, KY",21,33.7,5.0002637,10.925566,2.1064911,0.13387029,7201,3.419688,10.0
2009,"Wolfe County, KY",21,33.0,5.168561,13.197315,2.6475675,0.15276833,7351,3.9292641,13.4
2015,"Owsley County, KY",21,42.4,4.754426,18.414906,3.176079,0.17795275,4445,8.5730076,10.2
2012,"Lee County, KY",21,41.0,7.6966124,11.550217,2.2594287,0.14773777,7581,3.1386135,12.6
2008,"Wolfe County, KY",21,36.1,5.1912637,12.190234,2.6906621,0.1483411,7294,3.3821366,9.8
2007,"Wolfe County, KY",21,36.7,5.0825582,11.689688,2.6869211,0.14488597,7323,3.412673,9.7
2009,"Breathitt County, KY",21,32.0,9.0360765,13.708871,2.5694332,0.13412806,14009,4.0251198,10.2
2015,"Powell County, KY",21,26.0,7.153923,12.354481,2.5051184,0.14526419,12226,3.4718554,7.1
2014,"Breathitt County, KY",21,33.0,8.7353935,16.249968,2.8863122,0.14985785,13366,5.8361826,11.4
2017,"Clark County, KY",21,14.1,18.153252,9.571826,2.3407528,0.17448954,35899,1.8921844,4.7
2007,"Clark County, KY",21,14.8,17.259163,7.1529632,1.9132134,0.13443349,35207,1.1006105,4.9
2005,"Clark County, KY",21,13.8,17.711035,6.4169755,1.4469895,0.12918521,34377,1.1102735,5.5
2005,"Breathitt County, KY",21,33.8,8.7714701,10.923318,2.0693748,0.12655489,14792,3.2475705,7.4
2008,"Breathitt County, KY",21,31.5,9.736639,12.572944,2.7558064,0.13264088,14249,3.3800855,7.3
2019,"Clark County, KY",21,13.0,17.993347,9.8246746,2.5635264,0.18225189,36263,1.8408418,3.9
2010,"Breathitt County, KY",21,28.3,8.6696367,13.856843,2.670001,0.13430035,13857,3.9359643,13.5
2009,"Lee County, KY",21,36.8,8.016099,11.746501,2.4621384,0.13430564,7885,3.2379746,11.7
2011,"Wolfe County, KY",21,35.2,5.0688076,13.607102,2.9831929,0.16041836,7362,3.8072579,14.9
2012,"Wolfe County, KY",21,36.6,5.2131305,13.657598,3.0893233,0.17014179,7194,3.7376151,14.2
2016,"Powell County, KY",21,26.5,7.0402708,12.091174,2.5167539,0.15017121,12266,3.2410955,7.2
2014,"Lee County, KY",21,35.0,8.0995674,14.231664,2.8202801,0.16980577,6796,4.9946742,9.7
2013,"Wolfe County, KY",21,36.4,5.017961,13.524645,2.8480635,0.17049046,7279,3.8484409,14.2
2018,"Wolfe County, KY",21,31.4,5.349257,15.71699,3.1202869,0.19419363,7199,6.04884,7.7
2011,"Owsley County, KY",21,39.0,4.6510382,14.763974,3.1641183,0.16250519,4806,4.9011507,13.2
2005,"Lee County, KY",21,34.7,8.2539597,9.6250343,1.900753,0.13971622,7823,2.7812164,7.6
2012,"Clark County, KY",21,14.8,14.26122,8.5889206,2.1884558,0.15283732,35685,1.1729273,8.1
2017,"Powell County, KY",21,24.6,6.9771247,12.427711,2.8318951,0.15434659,12297,3.3491533,6.7
2017,"Lee County, KY",21,33.7,7.9071426,15.306997,3.3118076,0.1837322,6602,5.651895,8.5
2010,"Owsley County, KY",21,40.1,4.7726636,14.627945,2.9662554,0.16617523,4748,4.9415574,13.3
2018,"Breathitt County, KY",21,32.5,8.5549641,16.812529,3.4362185,0.17150231,12787,6.6402898,7.3
2006,"Powell County, KY",21,22.8,6.9764495,8.1363373,1.6959769,0.12539597,12943,1.6999507,7.2
2013,"Lee County, KY",21,35.1,7.804791,12.616387,2.7190464,0.16477603,6876,3.4684515,12.5
2002,"Lee County, KY",21,,7.5464864,8.7029982,1.4319212,0.13887843,7971,2.5982387,7.5
2011,"Lee County, KY",21,35.7,7.6456065,11.899271,2.4669707,0.14091086,7707,3.2180805,12.6
2007,"Breathitt County, KY",21,30.0,9.2517023,12.021394,2.6751518,0.13345432,14327,3.4033301,7.0
2005,"Powell County, KY",21,23.5,6.9896212,7.7759757,1.3601016,0.1223603,13117,1.7531817,7.7
2008,"Owsley County, KY",21,37.6,4.7864528,13.245871,2.9318476,0.16908212,4761,4.3577795,8.0
2010,"Powell County, KY",21,25.2,6.1135731,10.897584,2.1613247,0.13058609,12643,2.0668182,15.5
2006,"Wolfe County, KY",21,34.4,5.028708,11.412312,2.6893697,0.14512128,7256,3.244627,9.4
2004,"Powell County, KY",21,23.3,7.123579,7.4660792,1.1580099,0.11478048,13051,1.8148787,8.2
2011,"Clark County, KY",21,17.4,14.498438,9.0032864,2.3357062,0.14694926,35434,1.2305213,9.9
2013,"Breathitt County, KY",21,33.9,8.6787109,13.885751,2.8403523,0.1451911,13527,4.0498157,14.9
2008,"Powell County, KY",21,25.8,6.4111547,9.4938545,2.06973,0.13084258,12794,1.8029321,8.6
2019,"Wolfe County, KY",21,30.1,5.517055,15.754111,3.1214385,0.1986866,7157,6.0502238,7.1
2014,"Powell County, KY",21,26.7,6.6225433,11.965293,2.6992474,0.14252166,12349,3.0228744,8.5
2016,"Owsley County, KY",21,45.2,4.6635227,17.588594,3.1791029,0.18470483,4472,7.9625144,9.9
2015,"Lee County, KY",21,34.7,8.0277872,15.00629,2.8862689,0.17477024,6746,5.6877608,8.7
2017,"Owsley County, KY",21,36.8,4.6959581,17.665077,2.8444595,0.19286688,4402,8.4007721,8.4
2003,"Breathitt County, KY",21,26.4,8.1777935,9.7608061,1.5488441,0.12147304,15098,2.8020294,8.6
2018,"Owsley County, KY",21,39.2,4.6139426,17.410946,2.8395016,0.19468038,4474,8.2376118,7.4
2009,"Powell County, KY",21,30.8,6.2230349,10.743362,2.0827436,0.13136666,12644,2.1359563,15.5
2006,"Breathitt County, KY",21,36.4,9.0196819,11.48101,2.5943191,0.13031824,14549,3.1581807,7.3
2008,"Lee County, KY",21,33.9,8.028038,10.815842,2.5033729,0.13602239,7859,2.7747755,7.4
2002,"Powell County, KY",21,,7.1500163,6.6132188,0.82021809,0.10886386,13053,1.6692194,7.0
2016,"Lee County, KY",21,39.0,8.13167,15.07696,3.1586685,0.18307087,6604,5.4293017,9.8
2014,"Wolfe County, KY",21,36.2,5.2471099,15.251949,2.8587298,0.17870933,7252,5.514123,11.3
2004,"Wolfe County, KY",21,29.4,5.0862808,11.19749,2.1184189,0.13439797,7076,3.5847456,9.6
2002,"Breathitt County, KY",21,,7.7481656,9.8421326,1.6332667,0.11996611,15346,2.9660423,7.9
2016,"Wolfe County, KY",21,32.2,5.4181442,15.574086,2.9718325,0.18917792,7189,5.8866019,10.2
2015,"Breathitt County, KY",21,32.9,8.8617706,16.542818,3.1031442,0.15520467,13363,6.5907102,9.8
2003,"Clark County, KY",21,12.4,17.478788,5.8606091,1.1901019,0.12710857,33672,0.99640876,5.7
2002,"Clark County, KY",21,,17.59107,5.7689028,1.144135,0.12587182,33407,1.0795709,5.6
2003,"Wolfe County, KY",21,28.1,5.1266913,10.375794,1.9167061,0.13299306,7053,3.0917425,9.6
2010,"Lee County, KY",21,37.3,7.8611031,11.911801,2.3644326,0.13632241,7717,3.2000833,12.6
2004,"Breathitt County, KY",21,29.5,8.5276518,10.698376,1.9504209,0.1227379,14975,3.3039386,7.3
2013,"Powell County, KY",21,29.6,6.2911181,10.907322,2.5004473,0.13953489,12470,2.105186,10.8
2011,"Breathitt County, KY",21,35.7,8.9251499,13.860726,2.8175294,0.13655813,13789,3.9742966,12.8
2014,"Owsley County, KY",21,45.1,4.3592463,16.919987,2.8619289,0.17769881,4502,7.4702287,10.4
2007,"Powell County, KY",21,25.6,6.9382463,8.6650343,1.8584902,0.12764969,12926,1.8060508,6.6
2011,"Powell County, KY",21,29.3,6.2551355,10.946641,2.3496852,0.13242987,12618,2.0809376,12.9
2013,"Owsley County, KY",21,42.0,4.3058963,14.733061,2.9379523,0.16894977,4599,5.1180487,12.6
2017,"Breathitt County, KY",21,36.2,8.8439093,16.791828,3.3429036,0.16783974,12929,6.6162357,8.8
2014,"Clark County, KY",21,16.0,16.353825,9.3358011,2.3855839,0.16332604,35622,1.735865,6.1
2019,"Breathitt County, KY",21,29.2,8.0310879,17.145569,3.5800984,0.17727633,12630,6.6536498,7.5
2016,"Clark County, KY",21,15.9,17.937952,9.5064793,2.3565381,0.17132019,35851,1.8320215,4.8
2002,"Wolfe County, KY",21,,5.2191496,10.420316,1.8366027,0.13371347,7015,3.3250797,8.2
2005,"Owsley County, KY",21,45.5,4.651113,11.939034,2.2067635,0.1582239,4797,4.318758,7.7
2018,"Powell County, KY",21,22.0,7.0048509,12.384719,2.8766639,0.15576752,12371,3.298173,6.0
2006,"Owsley County, KY",21,41.5,4.4625888,12.432714,2.7900214,0.16276619,4743,4.1754794,8.2
2010,"Clark County, KY",21,17.4,14.895462,8.851655,2.1324563,0.14254417,35603,1.2186589,10.8
2007,"Owsley County, KY",21,44.4,4.7399545,12.860589,2.8289034,0.1672658,4729,4.4454193,9.2
2015,"Clark County, KY",21,15.4,17.436884,9.6500425,2.372386,0.16665731,35660,1.9682288,5.2
2002,"Owsley County, KY",21,,4.6039209,11.723332,1.9575794,0.15666947,4768,4.1138787,6.7
2003,"Powell County, KY",21,21.0,7.1425085,6.832448,0.90586156,0.11171935,12970,1.571424,9.0
2015,"Wolfe County, KY",21,30.7,5.3985419,16.234339,3.1651125,0.18326198,7241,6.263123,10.2
2008,"Clark County, KY",21,15.8,16.492466,7.9220052,2.1024864,0.13677105,35256,1.0863385,6.3
2007,"Lee County, KY",21,34.9,7.6316662,10.003275,2.1353331,0.13876511,7855,2.8111682,6.6
2006,"Clark County, KY",21,13.9,17.179729,6.8405585,1.819235,0.13249864,34823,1.0488418,5.4
2009,"Clark County, KY",21,14.5,15.519157,8.4966221,2.03298,0.13927037,35607,1.2592589,11.0
2012,"Owsley County, KY",21,42.9,4.4923792,14.637907,3.1692483,0.16663106,4681,4.8269353,12.8
2006,"Lee County, KY",21,31.0,7.2552724,9.7297525,2.1158352,0.1378344,7850,2.650449,7.3
2019,"Lee County, KY",21,34.9,8.367733,14.289648,3.3185291,0.17209239,7403,5.1537724,5.7
2017,"Wolfe County, KY",21,29.9,5.3166299,15.701405,3.0514867,0.18998344,7248,6.0602975,9.2
2004,"Lee County, KY",21,29.8,8.0288248,9.2857866,1.6542885,0.13836478,7950,2.818558,7.6
2019,"Owsley County, KY",21,35.5,4.8051648,17.661276,3.0335062,0.19977351,4415,8.2330532,7.0
2018,"Clark County, KY",21,16.0,18.032934,9.5248184,2.3918855,0.17802653,36180,1.8670565,4.1
2018,"Lee County, KY",21,34.4,8.4479876,14.89395,3.3280795,0.17711288,7052,5.4581733,6.4
2016,"Breathitt County, KY",21,34.3,8.663372,16.240074,3.1543446,0.15906504,13177,6.2603359,9.9
2012,"Breathitt County, KY",21,33.6,8.7384672,13.763482,2.8309696,0.14281516,13612,3.8639059,14.5
2009,"Owsley County, KY",21,41.4,4.865726,14.694304,3.0728333,0.17165287,4713,5.1541705,10.5
2003,"Lee County, KY",21,26.7,7.5590091,8.554493,1.4310292,0.13686837,8015,2.4173422,8.9
2004,"Owsley County, KY",21,35.5,4.7028031,11.942991,2.101212,0.15764463,4840,4.4091315,7.4
2010,"Wolfe County, KY",21,31.8,5.1990957,13.354384,2.6723683,0.15731558,7361,3.7912323,16.4
2003,"Owsley County, KY",21,32.2,4.6417375,11.637066,2.0971384,0.15657839,4758,3.8532736,8.5
2004,"Clark County, KY",21,13.5,17.637171,6.2101421,1.2943079,0.12814108,34025,1.1551118,5.1
2019,"Powell County, KY",21,21.5,7.0300536,12.432274,2.8716645,0.16271544,12359,3.2836611,5.4
2003,"Harlan County, KY",21,26.8,10.232931,9.9873409,1.859271,0.13908152,31291,2.1518443,9.7
2006,"Bell County, KY",21,33.4,11.946233,10.380676,2.3563058,0.1472721,28960,2.4961038,7.8
2019,"Harlan County, KY",21,31.1,8.7477798,16.566191,3.562772,0.19215687,26010,5.1503716,9.6
2010,"Bell County, KY",21,30.2,11.622086,12.521871,2.8373327,0.15747675,28709,2.989249,12.1
2008,"Harlan County, KY",21,33.9,12.995749,12.066586,2.6273057,0.1427799,29591,2.5895545,8.9
2009,"Harlan County, KY",21,33.4,13.815413,12.854441,2.5401158,0.14258143,29534,3.0379128,10.9
2007,"Harlan County, KY",21,29.3,11.641747,11.358924,2.4671783,0.14021155,29969,2.587553,9.0
2019,"Bell County, KY",21,30.3,11.053027,14.677898,3.1984336,0.19721881,26032,5.0867119,6.4
2016,"Bell County, KY",21,38.7,10.980856,14.322369,3.1152151,0.18317159,27204,4.7760682,9.2
2012,"Harlan County, KY",21,29.5,12.18723,12.811198,2.7207806,0.15194727,28681,2.9193213,14.1
2014,"Harlan County, KY",21,34.2,9.7905054,14.172114,2.6328259,0.16120511,28014,4.4240708,13.9
2018,"Harlan County, KY",21,33.4,8.7905035,16.271311,3.3668075,0.18659014,26309,5.1256671,7.3
2004,"Harlan County, KY",21,29.3,10.962275,10.791507,2.1085231,0.13918468,30614,2.5697694,7.5
2002,"Harlan County, KY",21,,10.099795,9.8593264,1.6936675,0.13898803,31938,2.2713323,8.8
2010,"Harlan County, KY",21,33.7,14.512829,13.045689,2.6240325,0.14321402,29222,2.9702911,11.9
2003,"Bell County, KY",21,25.9,11.446885,9.5382318,1.9711291,0.13993487,29478,2.2593448,8.6
2007,"Bell County, KY",21,28.8,12.093813,10.848947,2.5248585,0.15003125,28794,2.664103,8.0
2017,"Bell County, KY",21,36.7,11.048762,14.45859,3.0810349,0.18773034,26863,5.0197654,7.9
2005,"Harlan County, KY",21,31.6,11.355908,10.886324,2.1858699,0.13967699,30277,2.5228858,7.8
2011,"Bell County, KY",21,41.6,11.359392,12.346184,2.719914,0.15918766,28658,3.0085945,11.9
2013,"Bell County, KY",21,35.7,10.716309,12.261552,2.6689582,0.17052549,28031,3.0745006,13.3
2016,"Harlan County, KY",21,37.1,8.3790541,15.537155,2.9620788,0.17409986,26996,4.8641372,13.2
2012,"Bell County, KY",21,32.9,11.160316,12.171151,2.733989,0.16659595,28284,2.9249454,11.9
2015,"Bell County, KY",21,44.7,11.137182,14.534215,2.9585311,0.18012422,27370,5.0883379,8.6
2006,"Harlan County, KY",21,31.1,11.547668,10.981136,2.4086225,0.1392754,30113,2.4271262,8.0
2017,"Harlan County, KY",21,41.5,8.3758011,16.226364,3.2572412,0.1797121,26676,5.1094913,10.0
2002,"Bell County, KY",21,,11.274565,9.5702085,1.9346205,0.13869523,29691,2.4121912,8.6
2013,"Harlan County, KY",21,30.5,10.389052,12.863187,2.5980034,0.15483169,28489,3.0613577,18.1
2011,"Harlan County, KY",21,31.5,13.93673,12.935525,2.7323039,0.14573106,29129,2.9949839,11.2
2005,"Bell County, KY",21,35.4,11.619011,10.061676,2.0152464,0.14497082,29130,2.594291,7.4
2004,"Bell County, KY",21,28.8,11.533053,10.078052,1.9941828,0.14196414,29275,2.6586864,7.0
2015,"Harlan County, KY",21,35.5,8.9820709,15.413122,2.8901374,0.16781794,27506,5.1063814,12.7
2009,"Bell County, KY",21,36.0,11.805271,12.412285,2.7222135,0.1553354,28667,3.0947263,12.0
2018,"Bell County, KY",21,31.3,11.106993,14.508561,3.178369,0.19186771,26487,5.0364084,6.3
2014,"Bell County, KY",21,33.5,10.738602,13.705618,2.8551071,0.17555523,27826,4.4074769,10.1
2008,"Bell County, KY",21,31.3,11.580878,11.373535,2.624481,0.15289916,28836,2.6277523,8.9
2007,"Owen County, KY",21,15.3,6.0254521,6.8898921,1.9486442,0.13663636,11000,1.2060283,5.0
2003,"Trimble County, KY",21,12.8,4.2639885,5.5779219,1.2439657,0.11256212,8653,1.0085791,5.6
2013,"Carroll County, KY",21,21.0,32.292065,8.9638643,2.3597767,0.138771,10838,1.601548,9.1
2010,"Owen County, KY",21,16.7,6.1245389,9.3588171,2.7107108,0.14589861,10850,1.3693538,8.4
2003,"Carroll County, KY",21,13.2,29.065676,6.5785589,1.678593,0.12196298,10372,1.2947342,6.8
2011,"Carroll County, KY",21,21.2,28.157864,9.0987959,2.381819,0.13088958,10994,1.5799222,12.2
2013,"Owen County, KY",21,19.1,6.2871103,9.4122915,2.9606504,0.16110851,10645,1.4025177,6.3
2012,"Carroll County, KY",21,21.3,30.090765,8.9704552,2.4510098,0.13619643,10874,1.5328168,10.2
2003,"Owen County, KY",21,14.7,5.669095,5.4793072,1.2027353,0.13585539,10732,1.0828105,4.9
2004,"Trimble County, KY",21,14.1,4.2788692,5.8856134,1.3493332,0.11082212,8843,1.1497506,5.4
2002,"Trimble County, KY",21,,4.343617,5.3984084,1.1597269,0.11047596,8572,1.0879039,4.9
2015,"Carroll County, KY",21,17.6,36.535332,10.527177,2.707541,0.14959745,10682,2.6226115,5.5
2018,"Trimble County, KY",21,16.5,7.2462025,9.6648302,2.5356174,0.17572036,8468,2.0414956,4.3
2002,"Owen County, KY",21,,5.9313936,5.3295417,1.0618517,0.13740814,10749,1.155357,4.7
2014,"Carroll County, KY",21,20.4,31.990396,9.8062172,2.6496055,0.14471969,10738,2.2962475,7.1
2016,"Carroll County, KY",21,20.8,38.691624,10.258389,2.5684285,0.1514038,10614,2.4713738,5.0
2011,"Trimble County, KY",21,15.1,5.6297307,8.4835758,2.1816161,0.13852961,8814,1.2840176,11.4
2007,"Trimble County, KY",21,14.5,6.961051,6.7750921,1.773075,0.11872403,8903,1.126532,6.2
2010,"Carroll County, KY",21,22.3,26.767757,9.2050915,2.177495,0.13066815,10806,1.5994155,14.5
2018,"Owen County, KY",21,15.8,5.7782173,10.264604,2.8702662,0.1830714,10881,2.124594,5.0
2012,"Owen County, KY",21,19.8,6.0936508,9.2806425,3.0081005,0.15619773,10762,1.3319782,6.6
2004,"Carroll County, KY",21,14.3,32.027309,7.0421371,1.7991295,0.12313325,10379,1.5095708,5.3
2006,"Carroll County, KY",21,15.9,32.414089,7.123013,1.9039057,0.1237652,10528,1.3826814,5.5
2008,"Trimble County, KY",21,14.8,13.356256,7.449965,1.9616941,0.12044693,8950,1.108683,7.3
2019,"Carroll County, KY",21,15.2,39.331142,10.391196,2.6526535,0.15689963,10631,2.5038404,4.0
